household_id,no_of_household_members,no_of_storeys
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0008,5,1.0
ID0009,2,1.0
ID0009,2,1.0
ID0009,2,1.0
ID0009,2,1.0
ID0009,2,1.0
ID0009,2,1.0
ID0009,2,1.0
ID0009,2,1.0
ID0009,2,1.0
ID0009,2,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0010,7,1.0
ID0011,5,1.0
ID0011,5,1.0
ID0011,5,1.0
ID0011,5,1.0
ID0011,5,1.0
ID0011,5,1.0
ID0011,5,1.0
ID0011,5,1.0
ID0011,5,1.0
ID0011,5,1.0
ID0011,5,1.0
ID0011,5,1.0
ID0011,5,1.0
ID0011,5,1.0
ID0011,5,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0012,7,1.0
ID0013,1,1.0
ID0013,1,1.0
ID0013,1,1.0
ID0013,1,1.0
ID0013,1,1.0
ID0013,1,1.0
ID0013,1,1.0
ID0013,1,1.0
ID0013,1,1.0
ID0013,1,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0014,4,1.0
ID0015,3,1.0
ID0015,3,1.0
ID0015,3,1.0
ID0015,3,1.0
ID0015,3,1.0
ID0015,3,1.0
ID0015,3,1.0
ID0015,3,1.0
ID0015,3,1.0
ID0015,3,1.0
ID0015,3,1.0
ID0015,3,1.0
ID0015,3,1.0
ID0015,3,1.0
ID0015,3,1.0
ID0015,3,1.0
ID0015,3,1.0
ID0015,3,1.0
ID0015,3,1.0
ID0015,3,1.0
ID0015,3,1.0
ID0015,3,1.0
ID0015,3,1.0
ID0015,3,1.0
ID0015,3,1.0
ID0015,3,1.0
ID0015,3,1.0
ID0015,3,1.0
ID0015,3,1.0
ID0015,3,1.0
ID0015,3,1.0
ID0015,3,1.0
ID0015,3,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0016,5,1.0
ID0017,4,1.0
ID0017,4,1.0
ID0017,4,1.0
ID0017,4,1.0
ID0017,4,1.0
ID0017,4,1.0
ID0017,4,1.0
ID0017,4,1.0
ID0017,4,1.0
ID0017,4,1.0
ID0017,4,1.0
ID0017,4,1.0
ID0017,4,1.0
ID0017,4,1.0
ID0017,4,1.0
ID0017,4,1.0
ID0017,4,1.0
ID0017,4,1.0
ID0017,4,1.0
ID0017,4,1.0
ID0017,4,1.0
ID0017,4,1.0
ID0017,4,1.0
ID0017,4,1.0
ID0017,4,1.0
ID0017,4,1.0
ID0017,4,1.0
ID0017,4,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0018,7,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0019,5,1.0
ID0020,3,1.0
ID0020,3,1.0
ID0020,3,1.0
ID0020,3,1.0
ID0020,3,1.0
ID0020,3,1.0
ID0020,3,1.0
ID0020,3,1.0
ID0020,3,1.0
ID0020,3,1.0
ID0020,3,1.0
ID0020,3,1.0
ID0020,3,1.0
ID0020,3,1.0
ID0020,3,1.0
ID0020,3,1.0
ID0020,3,1.0
ID0020,3,1.0
ID0020,3,1.0
ID0020,3,1.0
ID0020,3,1.0
ID0020,3,1.0
ID0020,3,1.0
ID0020,3,1.0
ID0020,3,1.0
ID0020,3,1.0
ID0020,3,1.0
ID0020,3,1.0
ID0020,3,1.0
ID0020,3,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
ID0021,4,1.0
