household_id,no_of_household_members,floor_area
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0008,5,1400.0
ID0009,2,350.0
ID0009,2,350.0
ID0009,2,350.0
ID0009,2,350.0
ID0009,2,350.0
ID0009,2,350.0
ID0009,2,350.0
ID0009,2,350.0
ID0009,2,350.0
ID0009,2,350.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0010,7,1000.0
ID0011,5,500.0
ID0011,5,500.0
ID0011,5,500.0
ID0011,5,500.0
ID0011,5,500.0
ID0011,5,500.0
ID0011,5,500.0
ID0011,5,500.0
ID0011,5,500.0
ID0011,5,500.0
ID0011,5,500.0
ID0011,5,500.0
ID0011,5,500.0
ID0011,5,500.0
ID0011,5,500.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0012,7,2900.0
ID0013,1,2100.0
ID0013,1,2100.0
ID0013,1,2100.0
ID0013,1,2100.0
ID0013,1,2100.0
ID0013,1,2100.0
ID0013,1,2100.0
ID0013,1,2100.0
ID0013,1,2100.0
ID0013,1,2100.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0014,4,1000.0
ID0015,3,440.0
ID0015,3,440.0
ID0015,3,440.0
ID0015,3,440.0
ID0015,3,440.0
ID0015,3,440.0
ID0015,3,440.0
ID0015,3,440.0
ID0015,3,440.0
ID0015,3,440.0
ID0015,3,440.0
ID0015,3,440.0
ID0015,3,440.0
ID0015,3,440.0
ID0015,3,440.0
ID0015,3,440.0
ID0015,3,440.0
ID0015,3,440.0
ID0015,3,440.0
ID0015,3,440.0
ID0015,3,440.0
ID0015,3,440.0
ID0015,3,440.0
ID0015,3,440.0
ID0015,3,440.0
ID0015,3,440.0
ID0015,3,440.0
ID0015,3,440.0
ID0015,3,440.0
ID0015,3,440.0
ID0015,3,440.0
ID0015,3,440.0
ID0015,3,440.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0016,5,1000.0
ID0017,4,800.0
ID0017,4,800.0
ID0017,4,800.0
ID0017,4,800.0
ID0017,4,800.0
ID0017,4,800.0
ID0017,4,800.0
ID0017,4,800.0
ID0017,4,800.0
ID0017,4,800.0
ID0017,4,800.0
ID0017,4,800.0
ID0017,4,800.0
ID0017,4,800.0
ID0017,4,800.0
ID0017,4,800.0
ID0017,4,800.0
ID0017,4,800.0
ID0017,4,800.0
ID0017,4,800.0
ID0017,4,800.0
ID0017,4,800.0
ID0017,4,800.0
ID0017,4,800.0
ID0017,4,800.0
ID0017,4,800.0
ID0017,4,800.0
ID0017,4,800.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0018,7,4000.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
ID0019,5,400.0
